,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
344,-1.0,1.0,36.0,2592,2,-1,4,4,4,5,3,15.0,7,7,2.0,5,5,3,1976,1976,5,7,12.0,-1.0,-1,0.0,3,3,5,5,4,2,4,129,232,175,536,5,3,2,5,536,576,0,1112,0,0,1,1,3,1,3,4,8,0,-1,6,1976.0,2,1,336,4,4,3,182,0,0,0,0,0,-1,-1,-1,0,4,2010,10,6,85000
345,-1.0,3.0,65.0,6435,2,-1,4,4,4,5,3,22.0,5,7,5.0,7,6,5,1939,1950,5,7,9.0,9.0,-1,0.0,3,3,6,4,4,2,2,0,0,972,972,5,4,2,5,972,605,0,1577,0,0,1,0,3,1,2,6,8,1,5,2,1939.0,2,1,312,4,4,3,0,0,0,0,0,0,-1,-1,-1,0,10,2006,10,6,140200
346,-1.0,3.0,69.0,12772,2,-1,3,4,4,3,3,-1.0,7,7,5.0,8,6,8,1960,1998,3,7,9.0,9.0,-1,0.0,3,4,5,4,4,3,5,498,0,460,958,5,3,2,5,958,0,0,958,0,0,1,0,2,1,3,5,8,0,-1,6,1960.0,3,1,301,4,4,3,0,0,0,0,0,0,-1,-1,5,15500,4,2007,10,6,151500
347,-1.0,3.0,69.0,17600,2,-1,3,4,4,5,3,-1.0,7,7,5.0,8,6,5,1960,1960,5,7,-1.0,-1.0,4,30.0,3,3,5,4,4,2,5,1270,0,208,1478,5,5,2,4,1478,0,0,1478,1,0,2,0,3,1,3,6,8,2,5,6,1960.0,2,2,498,4,4,3,0,40,0,0,0,0,-1,-1,-1,0,12,2009,10,6,157500
348,-1.0,3.0,36.0,2448,2,-1,4,4,4,5,3,10.0,7,7,-1.0,5,7,5,2003,2004,5,7,3.0,-1.0,1,106.0,4,3,4,5,4,2,7,573,0,191,764,5,5,2,5,764,862,0,1626,1,0,2,1,2,1,4,6,8,0,-1,4,2003.0,3,2,474,4,4,3,0,27,0,0,0,0,-1,-1,-1,0,10,2008,10,6,154000
349,-1.0,3.0,56.0,20431,2,-1,2,4,4,5,3,10.0,7,7,5.0,5,9,5,2005,2006,3,7,12.0,-1.0,4,870.0,5,3,4,6,4,2,7,1410,0,438,1848,5,5,2,5,1848,880,0,2728,1,0,2,1,4,1,5,10,8,2,6,6,2006.0,4,3,706,4,4,3,0,0,0,0,0,0,-1,-1,-1,0,4,2006,7,1,437154
350,-1.0,3.0,68.0,7820,2,-1,3,4,4,5,3,10.0,7,7,2.0,8,9,5,2007,2007,3,7,9.0,9.0,4,362.0,5,3,4,6,4,2,2,0,0,1869,1869,5,5,2,5,1869,0,0,1869,0,0,2,0,2,1,5,6,8,1,5,6,2007.0,3,2,617,4,4,3,210,54,0,0,0,0,-1,-1,-1,0,12,2007,7,1,318061
351,-1.0,3.0,69.0,5271,2,-1,3,1,4,5,2,21.0,7,7,5.0,8,7,5,1986,1986,5,7,-1.0,-1.0,-1,0.0,3,3,4,5,4,5,7,1082,0,371,1453,5,4,2,5,1453,0,0,1453,1,0,1,1,2,1,4,6,8,1,4,6,1986.0,3,2,445,4,4,3,0,80,0,0,184,0,-1,-1,-1,0,12,2006,10,5,190000
352,-1.0,3.0,60.0,9084,2,-1,4,4,4,5,3,18.0,9,7,5.0,7,5,6,1941,1950,5,7,3.0,3.0,-1,0.0,3,3,5,4,3,3,3,236,380,0,616,5,3,1,5,616,495,0,1111,0,1,1,0,3,1,3,5,8,0,-1,2,1941.0,2,1,200,4,3,3,48,0,0,0,0,0,-1,-1,-1,0,3,2008,4,6,95000
353,-1.0,1.0,60.0,8520,2,-1,4,4,4,5,3,8.0,7,7,5.0,8,6,8,1928,2003,5,7,3.0,3.0,-1,0.0,3,4,6,4,4,2,2,0,0,624,624,5,4,2,5,720,0,0,720,0,0,1,0,2,1,3,5,8,0,-1,2,2005.0,2,2,484,4,4,3,106,0,0,0,0,0,-1,-1,-1,0,5,2010,10,6,105900
354,-1.0,3.0,60.0,8400,2,-1,4,3,4,5,3,7.0,7,7,5.0,7,6,5,1940,2000,5,7,-1.0,9.0,-1,0.0,3,3,5,4,4,2,3,388,0,552,940,5,5,2,5,1192,403,0,1595,0,0,1,0,2,1,3,6,8,2,5,6,1940.0,2,1,240,4,4,3,0,0,108,0,0,0,-1,-1,-1,0,6,2006,10,6,140000
355,-1.0,3.0,105.0,11249,2,-1,2,4,4,5,3,20.0,7,7,5.0,8,6,5,1995,1995,5,7,3.0,3.0,-1,0.0,4,4,4,5,5,2,6,334,544,322,1200,5,5,2,5,1200,0,0,1200,1,0,2,0,3,1,4,6,8,0,-1,6,1995.0,3,2,521,4,4,3,0,26,0,0,0,0,-1,-1,-1,0,8,2007,10,6,177500
356,-1.0,3.0,69.0,9248,2,-1,3,4,4,5,3,17.0,7,7,5.0,8,6,6,1992,1992,5,7,11.0,11.0,4,106.0,3,3,4,5,4,2,7,560,0,598,1158,5,4,2,5,1167,0,0,1167,1,0,2,0,3,1,4,6,8,0,-1,6,1992.0,3,2,400,4,4,3,120,26,0,0,0,0,-1,-1,-1,0,7,2009,10,6,173000
357,-1.0,1.0,44.0,4224,2,-1,4,4,4,5,3,15.0,7,7,2.0,8,5,5,1976,1976,5,7,12.0,-1.0,-1,0.0,3,3,4,5,4,2,6,874,0,268,1142,5,3,2,5,1142,0,0,1142,1,0,1,1,3,1,3,6,8,1,2,6,1976.0,4,2,528,4,4,3,536,90,0,0,0,0,-1,4,-1,0,8,2007,10,6,134000
358,-1.0,3.0,92.0,6930,2,-1,3,4,4,5,3,21.0,7,7,5.0,1,5,4,1958,1958,3,7,-1.0,10.0,4,120.0,3,3,5,4,4,4,5,300,294,468,1062,5,5,2,3,1352,0,0,1352,0,1,1,0,3,1,4,6,6,0,-1,4,1958.0,2,1,288,4,4,3,168,0,294,0,0,0,-1,-1,-1,0,7,2006,10,5,130000
359,-1.0,3.0,78.0,12011,2,-1,3,4,4,3,3,12.0,7,7,5.0,5,8,5,1998,1998,5,7,3.0,3.0,4,530.0,4,3,4,5,4,4,7,956,0,130,1086,5,5,2,5,1086,838,0,1924,1,0,2,1,3,1,4,7,8,1,4,6,1998.0,3,2,592,4,4,3,208,75,0,0,374,0,-1,-1,-1,0,6,2006,10,6,280000
360,-1.0,3.0,69.0,7540,2,-1,3,4,4,3,3,14.0,7,7,5.0,2,6,6,1978,1978,5,7,3.0,3.0,-1,0.0,3,3,5,5,4,4,7,773,0,115,888,5,5,2,5,912,0,0,912,1,0,1,0,2,1,3,5,8,1,4,6,1978.0,3,2,470,4,4,3,0,0,0,0,192,0,-1,4,-1,0,6,2007,10,6,156000
361,-1.0,3.0,69.0,9144,2,3,4,4,4,5,3,22.0,7,7,5.0,7,5,5,1940,1982,5,7,9.0,9.0,-1,0.0,3,3,5,4,4,2,4,399,0,484,883,5,4,2,5,988,517,0,1505,1,0,1,0,3,1,3,8,8,0,-1,2,1940.0,2,1,240,4,4,1,0,0,0,0,0,0,-1,-1,-1,0,7,2008,10,6,145000
362,-1.0,3.0,64.0,7301,2,-1,4,4,4,4,3,18.0,7,7,5.0,2,7,5,2003,2003,5,7,11.0,11.0,4,500.0,4,3,3,-1,-1,-1,-1,0,0,0,0,5,5,2,5,495,1427,0,1922,0,0,3,0,4,1,4,7,8,1,6,4,2003.0,3,2,672,4,4,3,0,0,177,0,0,0,-1,-1,-1,0,7,2009,2,6,198500
363,-1.0,1.0,21.0,1680,2,-1,4,4,4,5,3,23.0,7,7,-1.0,5,6,8,1972,2007,5,7,11.0,11.0,4,510.0,3,3,5,4,4,2,6,162,0,321,483,5,4,2,5,483,504,0,987,0,0,1,1,2,1,4,5,8,0,-1,2,1972.0,2,1,264,4,4,3,250,0,0,0,0,0,-1,-1,-1,0,5,2009,10,6,118000
364,-1.0,3.0,69.0,18800,2,-1,3,4,4,2,3,9.0,7,7,5.0,5,6,5,1976,1976,5,7,11.0,11.0,4,120.0,3,3,4,5,4,3,7,712,0,84,796,5,3,2,5,790,784,0,1574,1,0,2,1,3,1,3,6,8,1,4,6,1976.0,4,2,566,4,4,3,306,111,0,0,0,0,-1,-1,-1,0,7,2006,10,6,190000
365,-1.0,1.0,59.0,10690,2,-1,4,4,4,5,3,16.0,7,7,5.0,5,5,7,1920,1997,3,7,3.0,3.0,-1,0.0,3,4,5,4,3,2,4,456,0,216,672,5,4,2,4,672,672,0,1344,0,0,1,0,3,1,3,6,8,0,-1,2,1964.0,2,1,468,4,3,3,0,128,218,0,0,0,-1,-1,-1,0,7,2009,10,6,147000
366,-1.0,3.0,69.0,9500,2,-1,3,4,4,5,3,-1.0,7,7,5.0,8,6,5,1963,1963,5,7,7.0,7.0,4,247.0,3,3,5,5,4,2,5,609,0,785,1394,5,4,2,5,1394,0,0,1394,1,0,1,1,3,1,3,6,8,2,5,6,1963.0,3,2,514,4,4,3,0,76,0,0,185,0,-1,-1,-1,0,7,2009,10,6,159000
367,-1.0,3.0,101.0,9150,2,-1,3,4,4,4,3,-1.0,7,7,5.0,1,6,5,1962,1962,5,3,7.0,7.0,4,305.0,3,3,5,5,4,5,7,371,0,728,1099,5,4,2,5,1431,0,0,1431,0,1,1,0,3,1,3,6,8,1,5,5,1962.0,3,1,296,4,4,3,64,110,0,0,0,0,-1,-1,-1,0,12,2008,10,6,165000
368,-1.0,3.0,78.0,7800,2,-1,4,4,4,5,3,-1.0,7,7,5.0,8,5,6,1954,1954,5,7,11.0,11.0,4,200.0,3,3,4,4,4,2,3,540,0,728,1268,5,4,2,5,1268,0,0,1268,0,0,1,0,2,1,3,7,8,1,5,6,1954.0,4,1,244,4,4,3,0,98,0,0,0,0,-1,-1,-1,0,3,2010,10,6,132000
369,-1.0,3.0,69.0,9830,2,-1,3,4,4,4,3,-1.0,7,7,5.0,8,5,7,1959,2006,5,7,-1.0,-1.0,-1,0.0,3,4,5,4,4,2,6,72,258,733,1063,5,5,2,5,1287,0,0,1287,1,0,1,0,3,1,4,7,8,1,5,2,1997.0,4,2,576,4,4,3,364,17,0,0,182,0,-1,-1,-1,0,3,2010,10,6,162000
370,-1.0,3.0,69.0,8121,2,-1,3,4,4,5,3,17.0,7,7,5.0,5,6,5,2000,2000,5,7,3.0,3.0,-1,0.0,3,3,4,5,4,2,2,0,0,953,953,5,5,2,5,953,711,0,1664,0,0,2,1,3,1,3,7,8,1,4,6,2000.0,3,2,460,4,4,3,100,40,0,0,0,0,-1,-1,-1,0,1,2006,10,6,172400
371,-1.0,3.0,80.0,17120,2,-1,4,4,4,5,3,21.0,8,7,5.0,7,4,4,1959,1959,5,7,1.0,7.0,-1,0.0,3,3,5,-1,-1,-1,-1,0,0,0,0,5,3,2,5,1120,468,0,1588,0,0,2,0,4,1,3,7,6,1,5,2,1991.0,4,2,680,4,4,1,0,59,0,0,0,0,-1,-1,-1,0,7,2008,10,6,134432
372,-1.0,3.0,50.0,7175,2,-1,4,4,4,5,3,5.0,7,7,2.0,8,6,5,1984,1984,5,7,7.0,7.0,-1,0.0,3,3,5,5,4,2,6,623,121,0,744,5,3,2,5,752,0,0,752,1,0,1,0,2,1,3,4,8,0,-1,6,1984.0,2,1,264,4,4,3,353,0,0,0,90,0,-1,4,-1,0,2,2010,10,6,125000
373,-1.0,3.0,79.0,10634,2,-1,4,4,4,5,3,-1.0,7,7,5.0,8,5,6,1953,1953,5,7,9.0,9.0,-1,0.0,3,3,4,4,4,2,5,428,180,0,608,5,3,2,5,1319,0,0,1319,1,0,1,0,3,1,3,5,6,0,-1,6,1953.0,2,1,270,4,4,3,66,0,0,0,0,0,-1,3,-1,0,11,2009,10,6,123000
374,-1.0,3.0,65.0,8200,2,-1,4,4,4,5,3,20.0,7,7,5.0,5,7,5,2003,2004,5,7,3.0,3.0,-1,0.0,4,3,4,5,4,2,2,0,0,847,847,5,5,2,5,847,1081,0,1928,0,0,2,1,4,1,4,8,8,1,5,4,2003.0,4,2,434,4,4,3,100,48,0,0,0,0,-1,-1,-1,0,7,2007,10,6,219500
375,-1.0,3.0,69.0,10020,2,-1,3,1,4,5,1,18.0,7,7,5.0,8,1,1,1922,1950,5,7,-1.0,-1.0,-1,0.0,2,2,6,3,2,5,5,350,0,333,683,5,4,1,4,904,0,0,904,1,0,0,1,1,1,2,4,4,0,-1,-1,1980.0,-1,0,0,-1,-1,3,0,0,0,0,0,0,-1,-1,-1,0,3,2009,10,6,61000
376,-1.0,3.0,57.0,8846,2,-1,3,4,4,3,3,20.0,7,7,5.0,2,5,5,1996,1996,5,7,3.0,3.0,-1,0.0,4,3,4,5,4,4,7,298,0,572,870,5,5,2,5,914,0,0,914,0,0,1,0,2,1,3,5,8,0,-1,2,1998.0,2,2,576,4,4,3,0,0,0,0,0,0,-1,-1,-1,0,7,2006,10,6,148000
377,-1.0,6.0,102.0,11143,2,-1,3,4,4,4,3,4.0,7,7,5.0,5,8,5,2004,2005,5,7,12.0,-1.0,-1,0.0,4,3,4,5,4,2,2,0,0,1580,1580,5,5,2,5,1580,886,0,2466,0,0,3,0,4,1,4,8,8,1,5,6,2004.0,3,2,610,4,4,3,159,214,0,0,0,0,-1,-1,-1,0,12,2007,10,6,340000
378,-1.0,3.0,88.0,11394,2,-1,4,4,4,4,3,3.0,7,7,5.0,8,9,2,2010,2010,3,7,3.0,3.0,1,350.0,4,3,4,6,4,4,7,1445,0,411,1856,5,5,2,5,1856,0,0,1856,1,0,1,1,1,1,5,8,8,1,6,6,2010.0,4,3,834,4,4,3,113,0,0,0,0,0,-1,-1,-1,0,6,2010,7,1,394432
379,-1.0,3.0,60.0,8123,2,-1,3,4,4,5,3,17.0,5,7,5.0,5,6,5,2000,2000,5,7,3.0,3.0,4,16.0,3,3,4,5,4,2,2,0,0,982,982,5,5,2,5,1007,793,0,1800,0,0,2,1,3,1,3,7,8,1,4,6,2000.0,4,2,463,4,4,3,100,63,0,0,0,0,-1,-1,-1,0,6,2009,10,6,179000
380,-1.0,3.0,50.0,5000,2,3,4,4,4,5,3,7.0,7,7,5.0,7,5,6,1924,1950,5,7,14.0,-1.0,-1,0.0,3,3,6,4,4,2,3,218,0,808,1026,5,3,2,5,1026,665,0,1691,0,0,2,0,3,1,4,6,8,1,5,2,1924.0,2,1,308,4,4,3,0,0,242,0,0,0,-1,-1,-1,0,5,2010,10,6,127000
381,-1.0,6.0,60.0,7200,2,3,4,4,4,5,3,4.0,7,7,5.0,8,7,5,2006,2006,5,7,3.0,3.0,-1,0.0,4,3,4,5,5,2,2,0,0,1293,1293,5,5,2,5,1301,0,0,1301,1,0,2,0,2,1,4,5,8,1,5,6,2006.0,3,2,572,4,4,3,216,121,0,0,0,0,-1,-1,-1,0,8,2006,7,1,187750
382,-1.0,3.0,79.0,9245,2,-1,3,4,4,5,3,20.0,7,7,5.0,5,7,5,2006,2006,5,7,3.0,3.0,-1,0.0,4,3,4,5,4,4,2,0,0,939,939,5,5,2,5,939,858,0,1797,0,0,2,1,3,1,4,8,8,0,-1,6,2006.0,3,2,639,4,4,3,144,53,0,0,0,0,-1,-1,-1,0,4,2007,10,6,213500
383,-1.0,4.0,60.0,9000,2,-1,4,4,4,4,3,5.0,7,7,5.0,6,6,3,1928,1950,5,7,-1.0,-1.0,-1,0.0,3,3,6,3,3,2,2,0,0,784,784,5,3,1,4,784,0,0,784,0,0,1,0,2,1,3,5,8,0,-1,2,1950.0,2,2,360,3,3,1,0,0,91,0,0,0,-1,-1,-1,0,10,2009,10,6,76000
384,-1.0,3.0,69.0,53107,2,-1,2,1,4,4,2,21.0,8,7,5.0,5,6,5,1992,1992,5,7,11.0,11.0,-1,0.0,4,3,4,5,4,4,7,985,0,595,1580,5,5,2,5,1079,874,0,1953,1,0,2,1,3,1,4,9,8,2,3,6,1992.0,4,2,501,4,4,3,216,231,0,0,0,0,-1,-1,-1,0,6,2007,10,6,240000
385,-1.0,3.0,43.0,3182,2,-1,4,4,4,5,3,25.0,7,7,2.0,8,8,5,2004,2005,5,7,3.0,3.0,4,16.0,4,3,4,5,4,2,7,24,0,1232,1256,5,5,2,5,1269,0,0,1269,0,0,2,0,2,1,4,6,8,1,4,6,2004.0,4,2,430,4,4,3,146,20,0,0,144,0,-1,-1,-1,0,4,2010,10,6,192000
386,-1.0,3.0,58.0,8410,2,-1,4,4,4,2,3,18.0,8,7,5.0,7,5,3,1910,1996,4,7,-1.0,3.0,-1,0.0,3,2,4,4,4,2,2,0,0,658,658,5,3,2,5,658,526,0,1184,0,0,1,0,5,1,3,8,8,0,-1,-1,1980.0,-1,0,0,-1,-1,1,0,151,0,0,0,0,-1,-1,-1,0,5,2006,10,4,81000
387,-1.0,3.0,72.0,7200,2,-1,4,4,4,5,3,18.0,7,7,5.0,1,6,6,1976,1976,3,7,9.0,9.0,4,255.0,3,3,5,4,4,4,6,631,0,410,1041,5,5,2,5,1125,0,0,1125,1,0,1,0,3,1,3,6,8,1,3,2,1977.0,2,1,352,4,4,3,296,0,0,0,0,0,-1,3,-1,0,10,2009,10,5,125000
388,-1.0,3.0,93.0,9382,2,-1,3,4,4,3,3,20.0,7,7,5.0,8,7,5,1999,2000,5,7,3.0,3.0,4,125.0,4,3,4,5,4,2,2,0,0,1468,1468,5,5,2,5,1479,0,0,1479,0,0,2,0,3,1,4,6,8,0,-1,6,1999.0,3,2,577,4,4,3,120,25,0,0,0,0,-1,-1,-1,0,7,2008,10,6,191000
389,-1.0,3.0,96.0,12474,2,-1,4,4,4,5,3,10.0,7,7,5.0,5,10,5,2007,2008,5,7,3.0,3.0,1,272.0,5,3,4,6,4,4,7,1280,0,402,1682,5,5,2,5,1742,590,0,2332,1,0,2,1,3,1,5,9,8,1,6,4,2008.0,4,3,846,4,4,3,196,134,0,0,0,0,-1,-1,-1,0,8,2008,7,1,426000
390,-1.0,3.0,50.0,8405,2,2,4,4,4,5,3,18.0,7,7,5.0,7,5,8,1900,1950,5,7,9.0,9.0,-1,0.0,3,3,6,4,5,2,4,241,391,229,861,5,5,2,5,961,406,0,1367,1,0,1,0,4,1,3,7,8,0,-1,2,1978.0,2,1,384,4,4,3,0,130,112,0,0,0,-1,4,-1,0,4,2008,10,6,119000
391,-1.0,3.0,71.0,12209,2,-1,3,4,4,3,3,14.0,7,7,5.0,5,6,5,2001,2002,5,7,3.0,3.0,-1,0.0,3,3,4,6,4,2,6,690,0,114,804,5,5,2,5,804,1157,0,1961,1,0,2,1,3,1,4,7,8,1,4,4,2001.0,4,2,560,4,4,3,125,192,0,0,0,0,-1,-1,-1,0,6,2009,10,6,215000
392,-1.0,3.0,69.0,8339,2,-1,3,4,4,5,3,-1.0,7,7,5.0,8,5,7,1959,1959,5,7,9.0,9.0,-1,0.0,3,3,3,-1,-1,-1,-1,0,0,0,0,5,3,2,5,882,0,0,882,0,0,1,0,3,1,3,5,8,0,-1,6,1959.0,3,1,294,4,4,3,0,0,0,0,0,0,-1,4,3,1200,7,2007,10,6,106500
393,-1.0,3.0,69.0,7446,2,-1,4,4,4,4,3,22.0,8,7,5.0,8,4,5,1941,1950,5,7,1.0,-1.0,-1,0.0,3,3,5,4,4,2,4,266,0,522,788,5,3,2,4,788,0,0,788,0,0,1,0,2,1,3,4,8,2,4,-1,1980.0,-1,0,0,-1,-1,3,0,0,0,0,0,0,-1,3,-1,0,4,2006,10,5,100000
394,-1.0,3.0,60.0,10134,2,-1,4,4,4,5,3,8.0,7,7,5.0,7,5,6,1940,1950,5,7,9.0,9.0,-1,0.0,3,3,5,4,4,2,2,0,0,735,735,5,4,2,4,735,299,0,1034,0,0,1,0,2,1,3,5,8,0,-1,2,1940.0,2,1,240,4,4,3,0,39,0,0,0,0,-1,-1,-1,0,7,2007,10,6,109000
395,-1.0,3.0,68.0,9571,2,-1,4,4,4,5,3,18.0,7,7,5.0,8,5,6,1956,1956,5,7,-1.0,-1.0,-1,0.0,3,3,5,4,4,4,5,739,0,405,1144,5,3,2,5,1144,0,0,1144,1,0,1,0,3,1,3,6,8,0,-1,6,1956.0,2,1,596,4,4,3,44,0,0,0,0,0,-1,-1,-1,0,6,2010,10,6,129000
396,-1.0,3.0,60.0,7200,2,-1,4,1,4,5,3,20.0,7,7,5.0,8,5,5,1972,1972,3,7,9.0,9.0,-1,0.0,3,3,5,4,4,4,4,777,0,117,894,5,3,2,5,894,0,0,894,0,0,1,0,2,1,3,6,8,0,-1,2,1985.0,3,2,600,4,4,3,215,0,0,0,0,0,-1,-1,-1,0,9,2009,10,6,123000
397,-1.0,3.0,69.0,7590,2,-1,4,4,4,5,3,-1.0,4,7,5.0,5,5,5,1962,1962,5,7,3.0,3.0,4,288.0,3,3,5,4,4,2,6,540,0,324,864,5,3,2,5,876,936,0,1812,0,0,2,0,4,1,3,8,8,1,4,6,1962.0,3,1,264,4,4,3,0,168,0,0,0,0,-1,-1,-1,0,7,2007,10,6,169500
398,-1.0,1.0,60.0,8967,2,-1,4,4,4,4,3,16.0,7,7,5.0,8,5,2,1920,1950,5,7,9.0,9.0,-1,0.0,3,2,6,3,2,2,2,0,0,961,961,5,4,2,1,1077,0,0,1077,0,0,1,0,2,1,3,6,3,0,-1,2,1920.0,2,1,338,2,2,1,0,0,0,0,0,0,-1,-1,-1,0,11,2007,10,5,67000
399,-1.0,6.0,65.0,8125,2,-1,4,4,4,5,3,4.0,7,7,5.0,5,7,5,2006,2007,5,7,12.0,-1.0,1,100.0,4,3,4,5,4,2,7,812,0,280,1092,5,5,2,5,1112,438,0,1550,1,0,2,0,2,1,4,7,8,0,-1,6,2007.0,4,2,438,4,4,3,0,168,0,0,0,0,-1,-1,-1,0,10,2009,10,6,241000
400,-1.0,3.0,38.0,14963,2,-1,2,4,4,5,3,1.0,7,7,2.0,8,8,5,1996,1996,5,7,14.0,14.0,-1,0.0,4,3,4,5,4,2,7,786,0,474,1260,5,5,2,5,1288,0,0,1288,1,0,1,1,1,1,5,4,8,2,5,6,1996.0,4,2,500,4,4,3,120,30,0,0,224,0,-1,-1,-1,0,12,2008,10,6,245500
401,-1.0,3.0,65.0,8767,2,-1,3,4,4,5,3,20.0,7,7,5.0,8,7,5,2005,2005,5,7,3.0,3.0,-1,0.0,4,3,4,5,4,4,7,24,0,1286,1310,5,5,2,5,1310,0,0,1310,0,0,2,0,3,1,4,6,8,1,5,6,2005.0,4,2,400,4,4,3,0,0,0,0,0,0,-1,-1,-1,0,7,2006,7,1,164990
402,-1.0,3.0,60.0,10200,2,-1,4,4,4,5,3,6.0,7,7,5.0,8,5,8,1940,1997,5,7,-1.0,-1.0,-1,0.0,3,3,4,4,4,2,2,0,0,672,672,5,5,2,5,672,0,0,672,0,0,1,0,2,1,3,4,8,0,-1,2,1940.0,2,1,240,4,4,1,168,0,0,0,0,0,-1,5,-1,0,8,2008,10,6,108000
403,-1.0,3.0,93.0,12090,2,-1,4,4,4,4,3,12.0,7,7,5.0,5,8,5,1998,1998,3,7,3.0,3.0,4,650.0,4,3,4,5,4,2,2,0,0,1141,1141,5,4,2,5,1165,1098,0,2263,0,0,2,1,4,1,4,10,8,1,4,4,1998.0,4,2,420,4,4,3,144,123,0,0,0,0,-1,-1,-1,0,7,2006,10,5,258000
404,-1.0,3.0,69.0,10364,2,-1,3,4,4,5,3,17.0,7,7,5.0,5,6,5,1995,1996,5,7,9.0,9.0,-1,0.0,3,3,4,5,4,2,2,0,0,806,806,5,4,2,5,806,766,0,1572,0,0,2,1,3,1,3,7,8,1,4,4,1995.0,4,2,373,4,4,3,0,40,0,0,0,0,-1,-1,-1,0,5,2007,10,6,168000
405,-1.0,3.0,69.0,9991,2,-1,3,4,4,4,3,6.0,8,7,5.0,8,4,4,1976,1993,5,7,7.0,7.0,-1,0.0,3,3,5,4,4,2,5,1116,0,165,1281,5,5,2,5,1620,0,0,1620,1,0,2,0,3,1,3,8,7,1,4,6,1993.0,2,2,490,4,4,3,120,78,0,0,0,0,-1,3,-1,0,6,2009,10,6,150000
406,-1.0,3.0,51.0,10480,2,-1,4,4,4,5,3,7.0,7,7,5.0,7,6,5,1936,1950,5,7,9.0,9.0,-1,0.0,3,3,6,4,4,2,2,0,0,1064,1064,5,5,2,4,1166,0,473,1639,0,0,1,0,3,1,3,6,3,0,-1,2,1936.0,2,1,240,4,4,3,0,0,0,0,0,0,-1,-1,-1,0,3,2008,10,6,115000
407,-1.0,3.0,63.0,15576,2,-1,4,4,4,5,3,19.0,7,7,5.0,5,6,7,1915,1976,5,7,-1.0,7.0,-1,0.0,3,3,6,5,4,2,2,0,0,840,840,5,5,2,5,840,840,0,1680,0,0,2,0,4,1,3,8,8,0,-1,6,1960.0,2,1,308,4,4,3,0,0,160,0,0,0,-1,-1,-1,0,3,2008,10,6,177000
408,-1.0,3.0,109.0,14154,2,-1,4,4,4,4,3,10.0,7,7,5.0,5,7,5,2006,2006,5,7,3.0,3.0,4,350.0,4,3,4,6,5,2,2,0,0,1063,1063,5,5,2,5,1071,1101,0,2172,0,0,2,1,3,1,4,9,8,1,5,6,2006.0,3,3,947,4,4,3,192,62,0,0,0,0,-1,-1,-1,0,8,2007,7,1,280000
409,-1.0,6.0,85.0,10800,2,-1,4,4,4,5,3,4.0,7,7,5.0,5,8,5,2007,2008,5,7,3.0,3.0,1,100.0,4,3,4,6,4,2,7,789,0,245,1034,5,5,2,5,1050,1028,0,2078,1,0,2,1,3,1,5,8,8,1,5,6,2008.0,4,3,836,4,4,3,0,102,0,0,0,0,-1,-1,-1,0,4,2008,7,1,339750
410,-1.0,3.0,68.0,9571,2,-1,4,4,4,5,3,18.0,7,7,5.0,8,5,3,1958,1958,5,7,15.0,-1.0,-1,0.0,3,2,5,4,3,2,2,0,0,1276,1276,5,3,2,4,1276,0,0,1276,0,0,1,0,3,1,3,5,5,0,-1,6,1958.0,2,1,350,4,4,3,0,0,0,0,0,0,-1,-1,-1,0,6,2009,6,5,60000
411,-1.0,3.0,100.0,34650,2,-1,4,3,4,5,3,17.0,7,7,-1.0,8,5,5,1955,1955,3,7,-1.0,-1.0,-1,0.0,3,3,5,4,4,3,4,1056,0,0,1056,5,3,1,5,1056,0,0,1056,1,0,1,0,3,1,3,5,8,0,-1,6,1955.0,4,2,572,4,4,3,264,0,0,0,0,0,-1,-1,-1,0,1,2006,10,6,145000
412,-1.0,6.0,69.0,4403,2,-1,2,4,4,5,3,4.0,7,7,5.0,8,7,5,2009,2009,5,7,9.0,9.0,1,432.0,5,3,4,6,4,4,7,578,0,892,1470,5,5,2,5,1478,0,0,1478,1,0,2,1,2,1,4,7,8,1,5,6,2009.0,4,2,484,4,4,3,0,144,0,0,0,0,-1,-1,-1,0,6,2010,7,1,222000
